post,target_minority,label
Why are sexist jokes great Cause they can't offend a human,women,5
Why are the dogs in china really fast the slow ones were eaten,asian,1
Why are the hands of black people white From picking up all the cotton,black,2
Why are there so many trees in Compton Public transport.,black,2
Why are women raped Its only rape if you fuck a person,women,5
Why are your mom jokes not your dad jokes Because the creator of the first your mom joke was black,black,2
Why black girls gotta be thots Ain't nobody bringing up the fat white hoe you fucked back in middle school. #LoveOurWomen,black,2
Why can women only turn left They have no rights.,women,5
Why can't all Black Women wear their hair like yours,black,2
Why can't muslims eat pork Because it would be cannabalism.,muslim,4
Why cant Stevie wonder drive Because hes black,black,2
Why colored soap create white bubble  Because jews are white,jewish,3
"Why did Beyonce say to the left,to the left Because black people have no rights.",black,2
Why did Hitler kill the nazi It was past its jew date,jewish,3
Why did Hitler kill the out-of-time drummer Rhythmic cleansing,jewish,3
Why did I get a white car So it would actually work!,black,2
Why did hitler kill the Jews He obviously never actually went to Africa,black,2
"Why did so many blacks die in combat during Vietnam Every time the Sergeant yelled, GET DOWN! they would get up and dance.",black,2
Why did the African new born start crying Midlife crisis.,black,2
Why did the Arab cry His religion compels him to sacrifice a virgin goat.,muslim,4
Why did the Asian student not win the math contest He was outsmarted by his brain tumor.,asian,1
Why did the Jew cross the street To get some gas.,jewish,3
"Why did the arrested black man have a gun The cops couldn't find it, so they gave him one.",black,2
Why did the black kid go to the Catholic Church To find a father.,black,2
Why did the esports gamer paint his computer black So his computer would run faster.,black,2
Why did the feminist jump off the building She was trying to equalize the suicide rates,women,5
"Why did the nigger cross the street He didn't, i shot him dead before he could",black,2
Why did the white family adopt a black child Because it was half price,black,2
Why did the young Muslim girl wear a burqa Incest birth control.,muslim,4
Why didn't Anne Frank finish her diary Concentration problems.,jewish,3
Why didn't any Jew survive Auschwitz Because they heard the gas being used is expensive and they can have it for free.,jewish,3
Why didn't the black man cross the road Because he couldn't get out of my basement,black,2
Why do Americans eat so much. So that Africans dont have to.,black,2
Why do Black people only have nightmares Because the one with a dream got shot,black,2
Why do German shower heads have 11 holes Because Jews only have 10 fingers.,jewish,3
Why do Japanese people have such squinty eyes Atomic bombs are pretty bright.,asian,1
Why do Jewish women only ride circumcised dicks They won't touch anything less than 50 off,jewish,3
Why do Jews stink Cause theyre not falling for the shower one again .,jewish,3
Why do black men jump higher To reach the noose,black,2
Why do black people have white on their palms and the soles of their feet Everybody has a little bit of good in them.,black,2
"Why do black people like basketball Because they can shoot, steal and drive.",black,2
Why do black people love church It's the only place where they have a father,black,2
Why do black people obsess over Wakanda Because that's the dream they'll never see with REAL African countries.,black,2
Why do black people only chill and kick it Because they don't like to hang.,black,2
Why do black people only have nightmares Because we killed the only one with a dream,black,2
Why do black people only have nightmares Because we shot the only one with a dream,black,2
"Why do black people say blow, hand, or rim Because they don't know what a job is.",black,2
"Why do black people score lowest on the IQ test IQ tests are made for humans, not monkeys",black,2
Why do black people smell so bad So that even blind people can hate them.,black,2
Why do black people turn left Because they don't have rights.,black,2
Why do black peoples have white palms Because there is a bit of good in everyone.,black,2
Why do black rappers always wear jewelry The chains remind them of were they came from.,black,2
Why do blacks only have nightmares Because the rednecks shot the only one with a dream.,black,2
Why do niggas have white palms There is something good in everyone.,black,2
Why do police officers never get incarcerated for shooting unarmed black men Because animal cruelty is not punishable by jail time.,black,2
Why do shower heads have 11 holes Jews have 10 fingers,jewish,3
Why do showerheads always have more than 11 holes Because jews only have 10 fingers.,jewish,3
Why do some people call Jews filthy Shouldnt they be clean after all those showers,jewish,3
Why do the white kids only shoot up schools cuz all the black kids shot each other,black,2
Why do they put cotton at the top of pill bottles To remind blacks that they were cotten pickers before they were pill pushers.,black,2
"Why do they say, once you go black, you never go back Because HIV really limits your options.",black,2
Why do we celebrate Hitler's birthday with weed Cause' he already smoked all the jews.,jewish,3
Why do white people have such a pleasant scent So blind people can distinguish them from animals too.,black,2
Why do women always show there curvesEvery time I walk down the street I catch myself stairing at a girls tits or ass why can't we be like Islamic country's where women where berkas,women,5
Why do women only turn left Because they don't have rights,women,5
Why do you listen to 'Chinese music' You don't even understand and they all look the same anyways.,asian,1
"Why does Beyonc always sing To the left, to the left Because black people have no rights.",black,2
Why does Japan have a low obesity rate and a low birth rate They dont like Fat Man and Little Boy,asian,1
Why does a nigger hate the mines He's always mistaken as the charcoal,black,2
Why does being a Black Jew suck so much Having to sit in the back of the oven.,black,2
Why does it suck to be a black jew You have to sit in the back of the oven,black,2
Why does nigger only go once to the drive-through Trick question it's a drive-by.,black,2
Why does the KKK need to be stopped Coz the keep killing our fuckin slaves,black,2
Why does the devil totally freak out when he sees black people They stole the soul.,black,2
Why does the myth that women rarely lie about rape persist,women,5
Why don't Africans need help They already have aids.,black,2
Why don't Africans play on Minecraft servers They're on the blacklist,black,2
Why don't Asians like Monopoly They can't buy any of the corners to turn into a shop.,asian,1
Why don't blacks celebrate Thanksgiving Because KFC is not open on holidays!,black,2
Why don't jews like 420 When they get baked they're inside an oven.,jewish,3
Why don't sharks bite black people They think they're whale shit.,black,2
Why dont Jews get gifts for Christmas Cuz why the fuck would you give a gift to a pile of ashes,jewish,3
Why dont the Jews eat Pussy Because its too close to the gas chamber,women,5
Why is 420 a national holiday Hitler got lit with the jews and now to honor him we get lit on his birthday. What goes around comes around I suppose.,jewish,3
Why is all medicine white Blacks don't work,black,2
Why is bottom of the ocean so dark Coz niggers can't swim,black,2
Why is chess prohibited in Islam Because the queen moves freely.,muslim,4
Why is chinese the best race They can do everything with their eyes closed.,asian,1
Why is it called a murder of crows Cause thats what usually happens when a bunch of blacks get together,black,2
Why is the iPhone X cheaper in asia They had security failures with the facial regonition,asian,1
Why is the monkey sad  Just learned that it will be a nigger in a million years.,black,2
Why is there so much pollution currently Because there is so much Jew dust in the air,jewish,3
Why should you never rape elderly women because sex is for procreation you fucking Heathen!,women,5
Why shouldn't men hit their wives  When you damage your property it loses value.,women,5
Why was 6 afraid of 7 Because 7 was a nigger,black,2
Why was six afraid of seven Because seven was black,black,2
Why was six afraid on seven Because seven is black,black,2
Why was the Chinese dude confused while going down on his girl It was different from the pussy he normally ate.,asian,1
Why was the black guy scared of a chainsaw Cause it went RUNN-NIGGANIGGANIGGANIGGA,black,2
"Why wasnt Luke Skywalker black Because, he found his father",black,2
Why were the slaves black You can see them better in the cotton fields.,black,2
Why'd the dog bark Because a nigger was raping a child,black,2
"Wish I could reply with gifs. @user I hate when women want to be men. It's not sexist, it's biology. Were just different, accept it.",women,5
"Woman makes a surprising comment about how men should behave, unknowingly being massively hypocritical if a man were to say the same thing about breast feeding.",women,5
Women Hate Men Who Care About ThemIt seems like they just want to be used because they like being dominated.,women,5
Women are like nicotine  you don't actually need one to live but it FEELS like you need one to survive.,women,5
"Women are like wine I can only afford the really cheap ones that have the big, ugly boxes that leak.",women,5
Women are now against the draft since women will be included soon,women,5
Women deserve equal rights. And Other Hilarious Jokes You Can Tell Yourself,women,5
"Women don't like being treated equally to men, sees having to pay child support as oppression.",women,5
Women in raskwomen blame men for their lack of college degrees.,women,5
Women just keep coming to me and I just keep raping them. They trust this police uniform way too much.,women,5
Women love being treated like pieces of meat by attractive men,women,5
Women think sub8 men are creepy; women give birth to sub8 men; therefore women think their sub8 sons are creepyWomen are the shittiest people ever to exist.,women,5
Would it not be better to sack the black workers and employ Whites from the camps .,black,2
"Wow, look at all these black kids. Hey, I bet they all have the same dad. All black people are totally related.",black,2
Yall black ass hoes aint east African,women,5
Yall need to chill. Racism is a crime. And crime is for black people,black,2
"Yeah, child labor IS illegal. Unless you mean women @user Girls should not be allowed to be commentators for football games",women,5
"Yeah, it's like when black people dye their hair blonde and wear neon colors. It just doesn't work!",black,2
Yes the negroes have been busy the last few weeks but we have to expect it because nothing is being done to them when a crime is committed,black,2
"Yes, that 's what I tell Black prostitutes in my neck of the woods when the accost me for a good time !",black,2
"Yes, you're both. @user My sister is a woman and Asian. She is the worst driver in America #notracist #notsexist",asian,1
Yet another female mentioning her gender in a completely irrelevant thread.,women,5
You beat a TV remote to make it work again The same can be applied to African American during the 1800s,black,2
You can tell when a girl genuinely showing her nigga off  when a girl posting shit to prove sumn after she took him back for cheatin,black,2
You can't be a person of colour; you're too pale!,black,2
You can't play with them - they don't speak English.,black,2
"You communicate like a girl, I just don't get it. I'm a guy. You need to just say what you mean!",women,5
"You drop a jew and a black dude off of a building,who hits the ground first The black dude cause chains fall faster than ash",black,2
You haven't seen the Godfather movies! You are not really a man if you haven't seen them.,women,5
"You hear a bunch of machine gun bullets and see a black man slump over dead on your porch, what do you do Stop laughing and reload",black,2
You know a bitch mad when she throw her drink  now she got to find another nigga to buy her another one,women,5
You know it's really hard to remove dirt nowadays. There's a small black spot on the past presidential spots that's hard to remove.,black,2
You know shits fucked when...99 of females aren't even virgins by the time they can legally marryJUST FUCK MY UNIVERSE UP,women,5
You know the only good thing about being a Jewish chimney sweeper in Auschwitz You get to have all your family and friends around you.,jewish,3
"You know what the KKK gets up to these days Oh, just monkey business",black,2
You know what they say Once you go black your a single mother,black,2
You know when black people go to school When it's under construction.,black,2
You mean your boyfriend coded it up in a week!,women,5
You might want to think about losing weight if you want to get married and have children. Men are very visual creatures.,women,5
You niggas talking to these females trying to get some pussy but dont realize you're only boosting their ego and getting curved.,women,5
You seem to have no grasp of the fact that it is the jews who have stolen German identities in the first place to blend in .,jewish,3
You used to be able to walk into a shop with 2.00 and leave with all you could possibly need. Now all the blacks are beating us to it.,black,2
You're Middle Eastern Really It's so good to know there are actually decent Middle Eastern people out there.,muslim,4
You're a girl.  You're not expected to know where it is.,women,5
You're actually very pretty. Most dark skinned girls don't have your looks.,black,2
You're going to be the expert on all things African American.,black,2
You're pretty for a black girl.,black,2
You're pure comedy to the WNBA. @user Not sexist but WNBA is pure comedy to me .,women,5
"YouTube - Black mugger sentenced to 75 years in prison for hate crimes against elderly women YouTube - Cop 's mace vs black guy 's kung fu YouTube - African American man sprays semen on white woman in supermarket YouTube - White guy beaten nearly to death by Blacks for dating a Black woman , no hate crime there YouTube - Broadcast Yourself .",black,2
Your White and went to an all black school and had no problem,black,2
Satire Women should be correctly and systematically euthanized after menopause,women,5
"X-Post from rscience The Understudied Female Sexual Predator According to new research, sexual victimization by women is more common than gender stereotypes would suggest.",women,5
"X-post from rTheBluePill Pardon the possible over-generalization, but honestly, does a lot of society as a whole just NOT fucking care about women",women,5
"Confrontingthe Girl Who Shot Me In the Face '' -- Dr. Phil - YouTube The female negro is making excuses like its not her fault but we all know its TNB , I feel for that poor white woman",black,2
a REAL nigga gone be blunt from the jump and tell you what it is and let you decide if you wanna be apart of it . a lame nigga gone lie,black,2
"a black guy goes to a doctor 's office to get a vasectomy . he shows up in a limo wearing a tuxedo . when it 's his turn , the doctor looks at him and says ,  i 've seen a lot of things , but i 've never seen a guy coming in all dressed up like that !  and the black guy says ,  well , if i 'm gon na be im - po - tent , i 'm gon na look im - po - tent !",black,2
a black man with a parrot enters a bar the bartender asks where did you get it africa answers the parrot,black,2
"a black woman has seven sons ; jerome , jerome , jerome , jerome , jerome , jerome and jerome . how does she distinguish between them  by their last names .",black,2
"a cop saw a blonde on her knees under a streetlight .  can i help you   she asked . the blonde replied ,  i dropped my diamond ring and i 'm looking for it .  the cop asked ,  did you drop it here   the woman replied ,  no , i dropped it about a block away , but the light 's better here .",women,5
a gay muslim walks into a bar . repeat he ordered shots for everyone .,muslim,4
"a jew , a mexican and a black guy walk into the bar . repeat the bartender pulls out his gun and says  get the fuck outta here",black,2
"a jew and a black are about to get shot, who dies first the jew had coins as body armor while the black dude had child support papers to protect himself",black,2
"a man walks into a bar and asks for an obscure beverage  ' hey , do you serve blacks lager by any chance  ' the waiter replies  ' no we do n't ' the man says  ' yeah neither would i they start throwing their shit at each other after a pint or two '",black,2
"a minority 's inner monologue in usa . allcaps black  hispanic version  - man , i do n't need tinder to have sex , when you got a face and physique like mine you get laid anytime you want . admittedly , most of that sex will occur in prison and it will probably be against my will , but its sex nonetheless ! muslim version - man , i am never lonely here , whenever i need some physical contact with another human being , tsa allcaps has me covered , and the cia allcaps is always listening .",black,2
"a muslim couple just got married it is working out well enough , but the husband will not let his wife drive for at least number years . one day the wife go 's up to him and asks why she must wait such a long time . he replies  oh well , to get your drivers licence in this country you must be number years or older",women,5
ain't trusting no bitch or no nigga... hoe or no sucka,women,5
another coon giving out about Ireland and as if her opinion counts being second generation London jamican only means her mother was a filthy immigrant who waited till she got off the banana boat to give birth to her litter,black,2
anything you can do to bait Rich Black NFL and NBA players into attacking Whites is good,black,2
bad drivers are fined  number now that s just sexist .,women,5
bitches dumb,women,5
black people are like tires they work better with chains,black,2
black people joke White boy Every time i come over you dad is never home Tyrone  ..Tyrone I SAID HE IS AT THE STOE,black,2
can't stand a slutty stupid ass girl bro. Hoes have no morals nowadays.,women,5
"claiming that everybody who doesn't trust Jews or doesn't like living around Blacks is, by definition, a NatSoc is just stupidAmerica was not a NatSoc Nation for the first 200 yearsyet those would've been typical American views",black,2
"cooking is an important skill . cook for an african man , and he will be hungry for a day less . cook an african man , and all the nearby african men will be hungry for a day less . -- some tribe leader",black,2
"daddy , am i more black or muslim  - why are you asking , son  - there is a bank on the number h floor of a new building , and i do n't know whether to rob it or fly a plane into it .",black,2
daily dose of dark jokes hashtag number  number  number  number  what 's white on top and black on the bottom society .,black,2
darth vader  was the first black guy to freely admit to being the father .,black,2
did you hear about the woman who got hit by a car  police are questioning why she was out of the kitchen .,women,5
do n't be a racist be mario he 's and italian plumber created by japanesese people who speaks english and looks like a mexican and jumps like a black man and also grabs coins like a jew .,black,2
do you know why beyonce sings to the left  because everyone knows black people do n't have any rights . repeat,black,2
fascinating how black people are complaining about the oscars having no black nominees . repeat now they know how we feel watching the bet allcaps awards,black,2
fat chicks . repeat make uggs look like socks .,women,5
"from what i understand most major religions all pray to the same god . after tragedies often i hear ' god has a plan ' well , frankly i think they are right . like after sandy hook , you know , like number kids were murdered . that was part of gods plan . i mean , how else is he going to keep coming up with virgins for the suicide bombers .",muslim,4
get you a nigga who's gona gas you the fuck up even on ya worst days,black,2
"hear about the new black barbie  repeat she comes with number kids , aids , allcaps and a welfare cheque !",black,2
how can a nigger bitch tell she 's pregnant  when she pulls the tampon out of her cunt and the cotton is already picked .,black,2
how can you tell if a shark met an asian  its fins are missing .,asian,1
how did the jewish kid cheat on his math test  he used the numbers on his arm .,jewish,3
how do you call a black man you call his cell number,black,2
how do you find a black person  guilty,black,2
"how do you fit a group of jews into a mercedes  number in the front , number in the back and number in the ashtray .",jewish,3
how do you get a nigger to stop talking in a car  wet his lips and stick them to the window,black,2
how do you give a redneck aids  get a black guy to rape his sister,black,2
how do you make a gay guy fuck a woman  shit in her cunt .,women,5
how do you make a jew prematurely ejaculate  pay for dinner,jewish,3
how do you pickup a jewish girl  broom and dustpan .,women,5
how do you prevent black people from stealing your stuff  hide it at the bottom of the pool,black,2
how do you start a rave in the k elong you put a black person in an elevator .,black,2
how do you starve a black guy  hide his food stamps under his work boots . i got this joke from  url,black,2
how do you starve a black man . repeat put his food stamps under his work boots .,black,2
how long in the microwave does it take for a black baby to explode  dunno . i close my eyes when i masturbate .,black,2
how many feminists does it take to change a light bulb  feminists ca n't change anything .,women,5
how many jews can you fit in a kia  number in the front number in the back number in the ashtray,jewish,3
"how many times can you screw a blonde  i do n't know , how much time you got",women,5
how to make sure you crush loves you. kidnap her and let stockholm syndroom do its work,women,5
how to pick up chicks how do you pick up a black chick  noose . how do you pick up a mexican chick  border patrol . how do you pick up a muslim chick  body bag . how do you pick up a jewish chick  dustpan and brush . how do you pick up white chicks  flunitrazepam .,women,5
"i 'm a muslim man with a muslim wife . repeat . repeat he other day my wife called me a paedophile , so i said  that 's a big word for a five year old",muslim,4
i 'm not racist there are black people in my family tree .,black,2
i ca nt wait for harriet tubman to be on the  number bill i can finally use black people as currency again .,black,2
i date women like i like my eggs in the morning . repeat whites only,women,5
i dislike hateful bitches who are so full of themselves they think something good about someone but stay silent. Complements r a good thing.,women,5
"i do this and the looks i get out of disgust are regular but i happily carry on walking and laugh them off , they think showing me a few pictures of negro kids on a poster without a burger is going to make me want to give money to them",black,2
i fuck my wife the same way islam fucks muslims . repeat number times a day and she has to face me while being submissive .,women,5
i got arrested for killing a black guy why,black,2
i got arrested for killing a black man . they charged me for impersonating a police officer .,black,2
"i guess bradley manning really is a woman i mean , how else could he fuck up killing himself",women,5
i knew a guy who died in a terrorist attack . repeat his last words were  allahu akbar,muslim,4
i like my coffee like i like my black people . repeat i fucking hate coffee .,black,2
i like my lakes like i like my white men . superior .,black,2
i like my pizza the same way i like my jews . repeat thin and crispy .,jewish,3
"i like my popcorn like i like my black people, hung and dried before cooked.",black,2
i like my women how i like pizza . cut into pieces and in a box .,women,5
i like my women like i like my wine . locked in the cellar in my basement,women,5
i like my women like my wine aged number years and stored in the cellar,women,5
i like my women the way i like my fish . . . battered .,women,5
"i lost seven pounds this week  or as my wife calls it ,  the baby .",women,5
i never understood why people say black guys are so well hung . repeat until i learned about lynching in history class .,black,2
i painted my laptop black so it would run faster . repeat and now it wo n't work,black,2
i use it as way to intimidae jew to show them that there are still people who are aginst them it did originate in Roman it was called the wariors salute,jewish,3
i use to have an eve cigarette garbage can in the bedroom downstairs. and if their was some baby fucking whore that would leave an eve,women,5
i wanna go to the ghetto club tonight.,black,2
i wish i were gay but i ca n't fuck something that i respect  source jim jeffries,women,5
if a muslim beats his wife is it domestic violence or child abuse,muslim,4
if a muslim blows up and nobody 's around to hear i t . . . does anyone give a fuck,muslim,4
if any one has any info on the austin texas band Straight Laced any info please contact me at skinranger@user white power 88,black,2
if i had a dollar for every gender . repeat i 'd have  number and a pile of counterfeits .,women,5
"if smartphones are so smart, how come mines black",black,2
"if you drink or smoke during a pregnancy , you could lose the baby . repeat it is worth a shot , before you splash out on another abortion .",women,5
"if your dog is barking at the back door and your wife is yelling at the front door , who do you let in first  the dog because he shuts up after you let him in .",women,5
important sometimes it is very important if a sentence was said by a man or a woman . a good example   i used a whole pack of tissues during that awesome movie yesterday !,women,5
in number guido kratschmer raced in the olympic decathlon and won the silver medal . repeat he lost to a  girl  . what a fag .,women,5
"is the glass half full or half empty  i really do n't know , because there 's different ways to look at it  - optimism  the glass is half full . - pessimism  the glass is half empty . - feminism  the glass is raping me .",women,5
jesus may have given number jews bread . repeat but hitler did him one better and made number jews toast .,jewish,3
jew joke what was the gas the came from the smoke stacks in the concentration camps  cojew,jewish,3
jewish jokes what 's the difference between a jew and a stiff nipple . repeat othing because they both disappear after hot shower,jewish,3
jews what 's the best jew joke ever  the holocaust,jewish,3
"jokes can be offensive . it 's all about the intent behind it . it 's why i can say  kill all the jews  , but hitler ca n't .",jewish,3
"just like i made you hoes come for me , i can make yall go away",women,5
"little johnnie found a body . repeat . repeat e told his parents what he found and they called the sheriff . little johnnie walks to the riverbed and shows the sheriff a black guy completely bound with chains . little johnnie says to the sheriff  ya know i think someone might 've killed this guy  . the sheriff says  no that ca n't be , little johnnie . that nigger tried stealing more chains than he could swim with",black,2
lock that bitch too keep the heat out RT @user SHUT THE FRONT DOOR!,women,5
looking for a white only female for friendship or more .must have strong moral background and a sound beleif in the white race.lets talk .,black,2
"money before bitches, bc bitches follow money.",women,5
my african friend asked me if he could ask for bob and vegene i told him u better ask for food,black,2
my first highschool football game was alot like my first time having sex . i was bloody and sore at the end . but at least my dad came .,women,5
"my friend thought she was lesbian just for having short hair . repeat  you ca n't assume that ,  i said ,  she 's not obese .",women,5
my weed is like the qur'an . repeat i burn it until i get stoned .,muslim,4
niggas always want to take advantage of everything . just stupid,black,2
niggas be fucking me over not knowing what they got  bettttttttttt,black,2
no one else in the fucking universe likes trans girl fox,women,5
"nytimes.com20170928opinionvalerie-plame-anti-semitism.htmlsmidtw-nytopinionsmtypcur  Yes, I admit, I have many wonderful Jewish friends, but they are NOT Zionists!",jewish,3
"offensive joke . well , i hope anyway a little black jewish boy says to his daddy ,  dad am i more black or jewish    why do you ask   , says the dad . the boy says ,  well a guy at school has a bike for sale for  number and i ca n't decide if i want to haggle him down to  number or just steal it .",black,2
people say never let go of one you love. that's what I tell the girl chained in my basement.,women,5
"pink shutters a man walked into a whore house and asked the man running it to give him the biggest black woman that the whore house had . the man at the counter said alright that will be number and told him to go to room number the man went up to room number and the biggest black woman he had ever seen answered the door . the man walked in and asked the woman to take off all her clothes , lay on the bed and spread her legs . repeat she did as she was told , the man stood there and just looked at her for a minute , then he said ok i m finished you can put your clothes back on . repeat the woman got up and was confused as she asked ,  why did nt you do anyting   the man replied . repeat well i am painting my house brown and i wanted to see what it looked like with pink shutters",women,5
put the kids in a ophanage and arrest the whore of a mother to a point of not having more biracial kids 8 kids have to suffer all their lives to due a whore,women,5
"racism isnt real anymore, you stupid niggers",black,2
remember when muslims massacred americans and george w. bush responded by bringing in more muslims,muslim,4
"season's greetings unless you're jewish Chestnuts roasting on an open fire, squirrels burning at the stove. Reindeer entrails splattered on my front tire, and your mangled corpse in the snow.",jewish,3
sluts dont have hormones they have whoremones,women,5
"so a priest and a rabbi are walking by an orphanage . repeat and they see a young boy bending over to pick up a ball . the priest says ,  tell me you do n't wanna fuck that little boy .  the rabbi responds ,  yes , but out of what",jewish,3
"so i almost dated this cute muslin chick in middle school but after her social media phase , she kinda blew up . repeat",muslim,4
"so i saw a black guy holding a tv walking down the street . repeat i immediately thought   fuck , is that mine   so i quickly rushed home . luckily daquan was right there , cleaning my shoes .",black,2
so i was walking down the street last night . repeat . repeat when i saw a black man walking with a new looking bicycle . i thought sht that looks like the one i own . so i ran to my house as fast as i could . luckily mine was still in the cellar cleaning my boots .,black,2
"so muslims kill number people in san bernardino and a muslim kills number people at the pulse in orlando . repeat . repeat nd a black man kill number police officers in dallas , tx . man black people really are allcaps lazy",black,2
"some people say i do n't let my wife choose anything , but that 's not true ! i let her choose between front hand and back hand .",women,5
some times Whites are forced to live around a lot of blacks .,black,2
"spreading a woman 's legs is like spreading butter it can be done with a credit card fairly easily , but i prefer to use a knife",women,5
squaring numbers is just like women . repeat . repeat f they 're under thirteen just do them in your mind .,women,5
that is absolutely     ing unbelievable.they can just go route one now.no more messing about going through europe.in bongo land one minute jump on the plane and 5 hours later hop off the plane with the biggest negro smile and shout ASYLUM.i am totally depressed hearing this,black,2
that prince who married that asian is a freak. imagine his half and half kids growing up and trying to marry into other royal families,asian,1
the blacks and special needs are cursed with  tardiness,black,2
the entire system of classes are a marxist invention. the judeo-bolsheviks are using this to divide our society. in other words ' Divide et impera ' .,jewish,3
the klu klux klan . repeat the original boys in the hood,black,2
"the organizational and social strategy of 'dune coon' movements like Hezbollah and the Muslim Brotherhood are light years beyond the machinations of the white master race in virtual space, even if we adjust for contextual differences.",muslim,4
"the prophet mohammed and his wife walk into a pub and the barman says ,  sorry , mo , kids have to stay outside in the garden .",muslim,4
"there are number white things for each black person the teeth , the bones and the owner",black,2
there's working class and there 's chav. they 're the only ones breeding yet aspire to act like blacks. they needed direction and national service .,black,2
three jews walk into a bar . repeat i lied it was a gas chamber,jewish,3
uh @user @user whatever about a man sorry im not sexist but a woman should never let herself go...,women,5
volkswagen gas emissions scandal . the germans are still trying to gas us .,jewish,3
"wanna be like hitler , but have no oven  throw a penny off a cliff .",jewish,3
watch out for these foul hoes and flagrant niggas!,women,5
what 's the best way to wash down five hundred chocolates  katrina .,black,2
"what 's the difference between number  number and a milk cow  there is n't one - muslims keep doin' em both . edit  fixed the punch line , it 's too late for this crap haha",muslim,4
what 's the difference between a bag of shit and a nigger  the bag,black,2
what 's the difference between a black and a bucket of shit  the bucket . what do they have in common  neither of them do anything .,black,2
what 's the difference between a black man and a lawn decoration  a footstool and some rope .,black,2
"what 's the difference between a boko haram training camp and a nigerian refugee camp  i do n't know , i just fly the fighter jet .",black,2
what 's the difference between a boy scout and a jew  a boy scout comes back from the camp .,jewish,3
what 's the difference between a jew and a bullet  a bullet can escape the chamber,jewish,3
"what 's the difference between a sack of shit and a nigger  one is black , useless , and stinks and the other is a sack of shit .",black,2
what 's the difference between an ariana grande concert and a faggot  faggots bang in the end and ariana grande ends in a bang .,LGBT,0
what 's the difference between batman and a black man  batman can go to the store without robin .,black,2
"what 's the difference between feminists and a lead brick  not much , they 're both thick , dense and toxic but on a lead brick can way number  pounds and still fit through a doorway .",women,5
what 's the difference between feminists and hockey players  hockey players shower after number periods .,women,5
what 's the difference between harry potter and jews  harry escaped the chamber,jewish,3
what 's the difference hitler and number million jews  hitler actually made it down in history .,jewish,3
what 's the hardest part about being a muslim  pilot school,muslim,4
what 's the same about feminism and the holocaust  they 're both irrelevant and mean nothing to society .,women,5
what 's with all the recent terror attacks  its ramadan . and you 're not you when you 're hungry .,muslim,4
what did hitler say to the defeated jewish cowboy  reich for the sky !,jewish,3
what did the african kid get for christmas aids,black,2
what did the black kid get his friend for his birthday my bike.,black,2
what do Avengers Infinity War and Schindler's List have in common  They both feature people being turned into ash,jewish,3
what do pro - choice and pro - life people have in common  they think aborting black people is a miscarriage of justice .,black,2
what do you call a bitch that is also a nut  a pea - cunt .,women,5
what do you call a black feminist  niggered,women,5
what do you call a black guy fucking a pile of shit  incest .,black,2
what do you call a black shooter in space  cosmonaut,black,2
what do you call a black woman who 's had number abortions  a crime fighter,black,2
what do you call a good looking muslim  asif,muslim,4
what do you call a high person with downs syndrome  a baked potato .,black,2
what do you call a homosexual on rollerblades  rolaids,women,5
what do you call a jew that jumps out of a plane a falling star,jewish,3
what do you call a jewish person who 's just been for a shower  cleansed,jewish,3
what do you call a jewish pokemon trainer  ash,jewish,3
what do you call a letter from a feminist  hate male,women,5
what do you call a mentally handicapped jew  aushwistic .,jewish,3
what do you call a muslim at a peace rally  lost .,muslim,4
what do you call a muslim feminist  dead .,muslim,4
what do you call a retarded jew  auschwistic,jewish,3
what do you call a smart black person  nonexistent .,black,2
what do you call a woman who thinks she can do anything a man can do  wrong .,women,5
what do you call an american rice cooker a falling nuke,asian,1
what do you call an ethiopian with buck teeth  a rake .,black,2
what do you do if you see a black man flopping around on the ground stop laughing and reload,black,2
what do you do when your dishwasher stops working You punch her in the face and remind her of her duties,women,5
what do you get when you blend a nazi and a communist together  ground meat .,jewish,3
what do you get when you cross a black man and an octopus  i do n't know but it 's damn good at picking cotton .,black,2
what do you give an african child for its first birthday  roses on its grave .,black,2
what do you say to mike tyson after his arms and legs get cut off   hey nigger .,black,2
what do you tell a woman with two black eyes  nothing you already told that bitch twice .,women,5
what does a muslim do with their iphone number  just kidding ! they prefer the note number,muslim,4
what does a nigger have that i do n't  my television,black,2
what happened to the girl who had a black heart  cardiac arrest .,black,2
"what happens when you boil a cabbage  i do n't know , a japanese guy stabbed him before i could find out .",asian,1
"what is a muslim 's favourite band  the taliband , their performances always blows the audience away",muslim,4
"what is black , yellow and makes you laugh a bus full of black people driving of a cliff",black,2
"what is brown , red , orange , yellow , green , blue , and purple and chained to the fence around my yard  my nigger . i 'll paint him whatever color i want .",black,2
what is called when an african american man has erectile dysfunction  black cock down,black,2
what is ironic about the lgbt allcaps flag  all the colors are straight .,women,5
what is the difference between a black person and a bench  at least a bench can support a family,black,2
what is the difference between a feminist and a suicide vest  i can turn on a suicide vest .,women,5
what is the difference between a homosexual and a mentally ill person  nothing .,women,5
what is the german translation of ' harry potter and the chamber of secrets   harry hitler and the chamber of gas .,jewish,3
what is the most important part in a good isis allcaps joke  the  execution,muslim,4
what is the point of feminism  to remind us how men end up murdering and raping people .,women,5
what is the usual woman 's response to a black guy 's pickup line  rape ! allcaps,women,5
"what is the war for the planet of the apes about i don't know, but by the sounds of it, those damn niggers are starting wars again",black,2
what phrase do black men always love to hear   you are not allcaps the father !,black,2
what s the difference between a black person and a colorful explosion in the sky  fire works,black,2
